ID,Delinquency_Status,Loan_Term,Borrower_Gender,Loan_Purpose,Home_Status,Age_Group,Credit_Score_Range,Income,Loan_Amount
8831,1,36 months,Female,Personal,Rent,20-25,>500,110,5000
8832,1,36 months,Male,House,Rent,>25,300-500,107,25000
8833,0,36 months,Female,House,Mortgage,>25,>500,96,25000
8834,0,36 months,Female,House,Mortgage,20-25,300-500,109,20000
8835,1,36 months,Female,House,Mortgage,>25,>500,48,10000
8836,1,36 months,Male,House,Rent,20-25,>500,70,15000
8837,1,36 months,Male,Car,Mortgage,>25,>500,68,15000
8838,1,36 months,Male,House,Mortgage,20-25,300-500,62,5000
8839,0,36 months,Female,Car,Mortgage,>25,300-500,111,25000
8840,1,36 months,Male,Personal,Mortgage,>25,300-500,111,25000
8841,0,36 months,Male,Other,Mortgage,20-25,>500,91,5000
8842,1,36 months,Male,House,Rent,20-25,>500,106,10000
8843,1,36 months,Male,House,Rent,20-25,300-500,112,15000
8844,1,36 months,Male,Car,Mortgage,20-25,>500,24,20000
8845,0,36 months,Male,House,Mortgage,20-25,300-500,61,10000
8846,0,36 months,Male,Personal,Rent,20-25,300-500,26,25000
8847,1,36 months,Male,House,Rent,>25,>500,61,5000
8848,0,36 months,Female,House,Mortgage,20-25,300-500,55,15000
8849,1,36 months,Male,House,Mortgage,>25,300-500,46,5000
8850,1,36 months,Female,House,Mortgage,20-25,300-500,77,25000
8851,1,36 months,Female,House,Rent,>25,>500,65,5000
8852,1,36 months,Male,House,Mortgage,>25,300-500,85,15000
8853,0,36 months,Female,House,Mortgage,>25,300-500,44,5000
8854,1,36 months,Male,House,Own,>25,>500,92,15000
8855,0,36 months,Male,Personal,Rent,20-25,300-500,46,5000
8856,0,36 months,Male,Personal,Mortgage,>25,>500,20,5000
8857,1,36 months,Female,House,Rent,20-25,300-500,106,15000
8858,1,36 months,Female,House,Mortgage,20-25,300-500,93,5000
8859,1,60 months,Male,Car,Own,20-25,300-500,61,10000
8860,0,36 months,Male,Wedding,Rent,>25,>500,71,20000
8861,0,36 months,Male,Car,Mortgage,>25,300-500,44,10000
8862,1,36 months,Female,House,Mortgage,20-25,300-500,73,20000
8863,0,36 months,Male,Other,Rent,20-25,>500,86,10000
8864,1,36 months,Female,House,Mortgage,20-25,300-500,25,20000
8865,1,36 months,Female,House,Rent,20-25,300-500,77,5000
8866,1,36 months,Male,House,Rent,>25,300-500,89,15000
8867,1,36 months,Female,House,Mortgage,>25,>500,72,15000
8868,1,36 months,Female,Personal,Mortgage,>25,300-500,85,25000
8869,1,36 months,Male,House,Mortgage,>25,300-500,77,20000
8870,0,36 months,Male,other,Rent,20-25,300-500,101,25000
8871,0,36 months,Female,House,Mortgage,>25,300-500,106,25000
8872,0,36 months,Female,House,Rent,20-25,300-500,21,20000
8873,1,36 months,Female,Car,Rent,20-25,300-500,95,15000
8874,1,36 months,Male,House,Mortgage,>25,>500,41,20000
8875,0,36 months,Male,Car,Rent,>25,>500,56,5000
8876,1,36 months,Male,House,Rent,20-25,>500,39,25000
8877,1,36 months,Female,House,Rent,>25,300-500,43,25000
8878,0,36 months,Female,Wedding,Mortgage,20-25,300-500,103,20000
8879,0,36 months,Male,House,Rent,>25,300-500,84,25000
8880,1,36 months,Male,House,Rent,>25,300-500,84,15000
8881,1,36 months,Male,House,Mortgage,>25,300-500,100,25000
8882,0,36 months,Male,House,Rent,20-25,300-500,20,20000
8883,1,36 months,Male,House,Mortgage,20-25,300-500,113,15000
8884,1,36 months,Male,House,Mortgage,20-25,300-500,22,15000
8885,0,36 months,Female,Personal,Rent,20-25,300-500,65,25000
8886,0,36 months,Male,Car,Mortgage,>25,>500,74,20000
8887,1,36 months,Male,House,Mortgage,20-25,300-500,94,25000
8888,0,36 months,Male,Personal,Own,>25,>500,107,5000
8889,1,36 months,Female,House,Mortgage,20-25,300-500,105,5000
8890,0,36 months,Male,House,Mortgage,20-25,>500,83,15000
8891,0,36 months,Female,House,Mortgage,>25,300-500,64,25000
8892,1,36 months,Female,House,Mortgage,20-25,>500,45,5000
8893,1,36 months,Male,Other,Rent,20-25,>500,96,10000
8894,1,36 months,Male,House,Rent,>25,300-500,84,5000
8895,1,36 months,Female,House,Rent,>25,300-500,43,25000
8896,1,36 months,Male,House,Mortgage,>25,>500,93,25000
8897,0,36 months,Male,House,Mortgage,>25,>500,54,5000
8898,1,36 months,Female,House,Own,>25,>500,43,25000
8899,0,60 months,Female,House,Rent,20-25,>500,47,25000
8900,0,36 months,Male,House,Mortgage,>25,>500,119,10000
8901,1,36 months,Female,House,Mortgage,>25,300-500,99,15000
8902,1,36 months,Male,House,Mortgage,20-25,>500,35,25000
8903,0,36 months,Male,House,Mortgage,20-25,>500,78,20000
8904,1,36 months,Male,Car,Rent,20-25,>500,100,15000
8905,1,60 months,Female,Car,Mortgage,20-25,>500,73,15000
8906,1,36 months,Male,House,Mortgage,>25,>500,98,20000
8907,1,36 months,Female,House,Own,20-25,>500,35,5000
8908,1,36 months,Male,Car,Rent,>25,>500,34,10000
8909,0,36 months,Female,Personal,Mortgage,>25,>500,117,25000
8910,1,36 months,Female,House,Own,>25,>500,30,5000
8911,0,36 months,Female,House,Rent,>25,>500,84,20000
8912,1,36 months,Male,House,Rent,>25,>500,98,10000
8913,1,36 months,Female,Other,Mortgage,>25,>500,109,10000
8914,1,36 months,Male,Other,Rent,>25,300-500,87,10000
8915,0,36 months,Female,House,Own,20-25,>500,62,20000
8916,0,36 months,Male,House,Mortgage,20-25,>500,88,5000
8917,1,36 months,Male,Personal,Rent,>25,300-500,118,25000
8918,1,36 months,Female,Personal,Mortgage,>25,300-500,32,10000
8919,1,36 months,Male,Car,Mortgage,>25,>500,29,10000
8920,1,36 months,Female,House,Mortgage,20-25,>500,94,5000
8921,0,36 months,Female,Other,Own,>25,300-500,101,10000
8922,0,36 months,Female,Car,Rent,>25,300-500,117,10000
8923,1,36 months,Female,House,Mortgage,>25,>500,60,20000
8924,0,36 months,Female,House,Mortgage,20-25,300-500,69,15000
8925,0,60 months,Male,House,Mortgage,>25,300-500,106,5000
8926,0,36 months,Male,House,Rent,20-25,>500,90,5000
8927,0,36 months,Male,House,Rent,20-25,>500,78,5000
8928,0,36 months,Female,House,Mortgage,20-25,300-500,58,20000
8929,1,36 months,Female,House,Rent,>25,>500,22,20000
8930,0,36 months,Male,House,Rent,>25,>500,95,25000
8931,1,36 months,Male,House,Rent,20-25,>500,26,20000
8932,1,36 months,Female,House,Rent,20-25,>500,68,5000
8933,1,36 months,Female,House,Mortgage,20-25,>500,45,25000
8934,1,36 months,Male,House,Mortgage,>25,300-500,52,15000
8935,0,60 months,Male,House,Mortgage,>25,300-500,67,10000
8936,1,36 months,Male,House,Mortgage,20-25,300-500,98,10000
8937,1,36 months,Female,House,Mortgage,>25,>500,21,25000
8938,1,36 months,Female,House,Mortgage,20-25,300-500,90,15000
8939,1,36 months,Male,House,Mortgage,20-25,300-500,51,10000
8940,1,36 months,Female,House,Own,>25,>500,23,25000
8941,1,36 months,Male,Personal,Mortgage,20-25,>500,39,20000
8942,0,36 months,Female,Medical,Rent,20-25,300-500,55,5000
8943,0,36 months,Male,House,Rent,>25,300-500,51,15000
8944,1,36 months,Male,House,Mortgage,20-25,>500,47,10000
8945,1,36 months,Male,House,Mortgage,>25,>500,96,5000
8946,1,36 months,Female,House,Mortgage,20-25,300-500,20,25000
8947,1,36 months,Male,House,Rent,20-25,>500,79,10000
8948,0,60 months,Male,House,Mortgage,20-25,300-500,75,5000
8949,1,36 months,Male,Car,Mortgage,>25,300-500,54,20000
8950,1,36 months,Female,House,Rent,>25,300-500,49,15000
8951,1,60 months,Male,House,Rent,20-25,>500,73,25000
8952,1,36 months,Female,House,Rent,>25,>500,55,10000
8953,1,36 months,Male,House,Mortgage,20-25,300-500,74,20000
8954,0,36 months,Female,House,Mortgage,>25,300-500,108,15000
8955,0,36 months,Female,House,Rent,>25,300-500,99,15000
8956,0,36 months,Female,Car,Rent,20-25,>500,77,20000
8957,1,36 months,Male,House,Mortgage,20-25,>500,102,10000
8958,1,36 months,Female,Car,Rent,>25,300-500,84,15000
8959,1,36 months,Male,House,Rent,>25,300-500,88,25000
8960,1,36 months,Male,House,Mortgage,20-25,300-500,70,5000
8961,0,36 months,Male,House,Mortgage,20-25,>500,41,25000
8962,0,36 months,Female,Other,Rent,20-25,300-500,107,15000
8963,1,36 months,Male,House,Mortgage,20-25,300-500,72,5000
8964,1,60 months,Female,House,Rent,>25,>500,119,20000
8965,1,36 months,Male,House,Mortgage,20-25,300-500,55,5000
8966,1,36 months,Male,House,Own,20-25,300-500,87,5000
8967,0,36 months,Male,Car,Mortgage,>25,300-500,55,5000
8968,0,36 months,Male,Medical,Rent,>25,>500,71,15000
8969,1,36 months,Male,House,Rent,20-25,300-500,72,10000
8970,1,36 months,Male,Car,Own,20-25,300-500,101,15000
8971,0,36 months,Female,House,Rent,>25,>500,69,10000
8972,0,36 months,Male,House,Rent,>25,300-500,99,20000
8973,0,36 months,Male,House,Rent,20-25,>500,60,20000
8974,1,36 months,Female,Car,Rent,20-25,300-500,37,20000
8975,1,36 months,Male,House,Mortgage,>25,300-500,41,20000
8976,1,36 months,Male,House,Mortgage,>25,300-500,85,20000
8977,1,36 months,Female,Personal,Mortgage,>25,>500,40,25000
8978,1,36 months,Male,House,Mortgage,20-25,300-500,119,15000
8979,1,36 months,Female,House,Mortgage,>25,300-500,63,10000
8980,1,36 months,Male,Car,Mortgage,20-25,>500,66,20000
8981,1,36 months,Female,House,Rent,20-25,>500,58,25000
8982,1,36 months,Male,House,Rent,>25,300-500,48,25000
8983,1,36 months,Male,Car,Mortgage,>25,>500,73,25000
8984,1,36 months,Female,Other,Mortgage,20-25,300-500,109,15000
8985,0,36 months,Male,Personal,Mortgage,>25,300-500,104,20000
8986,1,36 months,Male,House,Rent,20-25,>500,36,25000
8987,1,36 months,Female,House,Rent,20-25,>500,99,25000
8988,1,36 months,Male,Car,Rent,>25,300-500,79,20000
8989,1,36 months,Female,Personal,Rent,20-25,>500,50,15000
8990,1,60 months,Female,Personal,Rent,20-25,300-500,92,25000
8991,0,36 months,Female,Personal,Rent,>25,300-500,114,10000
8992,1,36 months,Male,Medical,Rent,20-25,>500,97,5000
8993,1,36 months,Female,Personal,Mortgage,20-25,>500,68,5000
8994,0,36 months,Female,Personal,Mortgage,20-25,300-500,21,5000
8995,0,36 months,Male,House,Mortgage,>25,>500,67,15000
8996,0,36 months,Male,House,Mortgage,20-25,>500,33,25000
8997,1,36 months,Male,House,Rent,20-25,>500,78,5000
8998,1,36 months,Female,House,Rent,>25,>500,116,5000
8999,1,36 months,Male,House,Mortgage,20-25,300-500,118,20000
9000,1,36 months,Male,Other,Rent,>25,>500,77,25000
9001,0,36 months,Female,House,Mortgage,>25,>500,77,25000
9002,1,36 months,Female,Car,Mortgage,20-25,>500,70,20000
9003,1,36 months,Male,House,Mortgage,20-25,>500,103,25000
9004,0,36 months,Male,House,Mortgage,20-25,>500,21,10000
9005,1,36 months,Female,Car,Rent,>25,>500,60,15000
9006,1,60 months,Male,House,Rent,>25,>500,102,20000
9007,1,36 months,Male,House,Rent,>25,>500,101,5000
9008,0,36 months,Female,Car,Mortgage,>25,300-500,35,25000
9009,1,36 months,Male,Other,Rent,>25,300-500,23,10000
9010,1,36 months,Female,Car,Mortgage,>25,300-500,31,10000
9011,1,36 months,Male,House,Mortgage,20-25,300-500,48,15000
9012,1,36 months,Male,House,Rent,20-25,300-500,26,10000
9013,0,36 months,Male,Other,Mortgage,>25,>500,33,25000
9014,1,36 months,Female,House,Rent,>25,300-500,31,25000
9015,1,36 months,Male,Other,Rent,20-25,300-500,118,10000
9016,1,36 months,Female,Car,Rent,20-25,>500,24,25000
9017,1,36 months,Male,House,Rent,20-25,300-500,100,25000
9018,1,36 months,Male,Car,Rent,>25,300-500,51,5000
9019,0,36 months,Female,House,Mortgage,20-25,300-500,93,20000
9020,0,60 months,Male,House,Mortgage,>25,300-500,62,25000
9021,1,36 months,Male,House,Rent,>25,300-500,100,25000
9022,0,36 months,Male,Car,Own,20-25,300-500,88,15000
9023,1,60 months,Male,Personal,Mortgage,>25,>500,64,20000
9024,1,36 months,Female,House,Rent,>25,>500,28,20000
9025,0,36 months,Male,House,Mortgage,20-25,>500,68,20000
9026,0,36 months,Female,Car,Rent,>25,300-500,52,10000
9027,1,60 months,Male,Car,Rent,20-25,300-500,119,5000
9028,1,36 months,Male,House,Rent,>25,300-500,119,5000
9029,1,36 months,Female,Other,Mortgage,>25,300-500,37,15000
9030,1,36 months,Male,House,Rent,20-25,300-500,28,20000
9031,1,60 months,Female,House,Rent,20-25,300-500,81,20000
9032,1,36 months,Female,House,Rent,20-25,>500,76,25000
9033,0,60 months,Male,House,Mortgage,20-25,300-500,48,10000
9034,0,60 months,Female,Car,Mortgage,>25,>500,97,10000
9035,0,60 months,Female,Other,Mortgage,20-25,>500,44,15000
9036,0,36 months,Female,Medical,Rent,>25,>500,34,5000
9037,1,36 months,Male,Other,Mortgage,20-25,>500,25,20000
9038,1,36 months,Male,House,Mortgage,20-25,>500,61,15000
9039,1,36 months,Female,Wedding,Mortgage,>25,>500,48,10000
9040,1,60 months,Male,House,Rent,>25,300-500,98,10000
9041,1,36 months,Female,Medical,Rent,20-25,>500,112,10000
9042,1,36 months,Male,Car,Mortgage,>25,300-500,23,20000
9043,1,60 months,Male,House,Rent,>25,>500,101,20000
9044,0,36 months,Female,House,Own,>25,300-500,76,20000
9045,0,36 months,Female,Other,Mortgage,20-25,300-500,68,25000
9046,1,36 months,Male,House,Own,>25,300-500,63,5000
9047,1,36 months,Female,Car,Mortgage,>25,>500,99,10000
9048,1,36 months,Male,House,Own,20-25,>500,94,10000
9049,1,36 months,Female,House,Rent,20-25,300-500,33,25000
9050,1,36 months,Male,House,Mortgage,>25,>500,22,10000
9051,1,36 months,Female,House,Rent,>25,300-500,81,10000
9052,1,36 months,Female,House,Rent,20-25,>500,83,20000
9053,1,36 months,Female,House,Mortgage,>25,>500,64,20000
9054,1,36 months,Male,House,Mortgage,>25,300-500,101,5000
9055,0,36 months,Male,House,Rent,20-25,300-500,77,10000
9056,1,36 months,Male,House,Rent,20-25,300-500,39,15000
9057,0,36 months,Female,Other,Rent,>25,>500,77,10000
9058,1,36 months,Male,Personal,Mortgage,>25,300-500,108,10000
9059,1,36 months,Female,Other,Mortgage,20-25,>500,76,5000
9060,1,36 months,Male,Other,Rent,>25,300-500,96,15000
9061,1,36 months,Male,House,Mortgage,>25,300-500,87,10000
9062,1,36 months,Male,Car,Mortgage,20-25,>500,97,15000
9063,0,36 months,Male,House,Mortgage,>25,300-500,116,20000
9064,1,36 months,Female,House,Rent,>25,>500,111,20000
9065,1,36 months,Male,House,Mortgage,>25,300-500,71,15000
9066,0,36 months,Female,House,Own,20-25,>500,56,10000
9067,1,36 months,Male,Other,Mortgage,20-25,300-500,27,15000
9068,1,36 months,Male,House,Mortgage,20-25,300-500,63,15000
9069,1,60 months,Female,Car,Mortgage,20-25,300-500,117,20000
9070,0,36 months,Female,House,Rent,20-25,>500,24,15000
9071,0,36 months,Female,House,Rent,20-25,300-500,88,25000
9072,0,60 months,Female,Personal,Rent,20-25,>500,50,25000
9073,1,60 months,Female,House,Rent,>25,300-500,64,20000
9074,1,36 months,Male,Personal,Rent,20-25,>500,28,10000
9075,1,60 months,Male,House,Rent,20-25,300-500,51,10000
9076,1,36 months,Male,Car,Mortgage,20-25,300-500,52,20000
9077,1,36 months,Female,House,Rent,>25,300-500,86,10000
9078,1,36 months,Female,House,Rent,>25,300-500,49,5000
9079,0,36 months,Male,House,Own,20-25,>500,95,25000
9080,1,36 months,Female,Personal,Mortgage,>25,>500,48,5000
9081,0,36 months,Female,Other,Rent,20-25,>500,22,5000
9082,0,36 months,Male,House,Mortgage,>25,300-500,109,5000
9083,1,36 months,Male,House,Mortgage,20-25,300-500,76,20000
9084,0,36 months,Female,Car,Mortgage,>25,>500,49,5000
9085,0,36 months,Male,House,Rent,20-25,300-500,28,15000
9086,0,36 months,Male,House,Mortgage,>25,300-500,45,10000
9087,1,36 months,Male,Personal,Mortgage,>25,>500,21,20000
9088,0,36 months,Female,Car,Rent,20-25,300-500,81,15000
9089,1,60 months,Male,House,Rent,20-25,300-500,22,15000
9090,0,36 months,Female,House,Rent,>25,>500,65,25000
9091,0,60 months,Female,House,Mortgage,>25,300-500,87,25000
9092,1,36 months,Male,House,Mortgage,20-25,300-500,44,15000
9093,1,36 months,Female,House,Rent,20-25,300-500,70,25000
9094,0,36 months,Female,Medical,Rent,>25,300-500,32,10000
9095,1,36 months,Male,Car,Mortgage,>25,300-500,63,10000
9096,1,36 months,Female,House,Rent,>25,>500,54,25000
9097,0,36 months,Male,House,Mortgage,20-25,300-500,74,5000
9098,1,36 months,Male,House,Rent,20-25,300-500,106,15000
9099,0,36 months,Male,Other,Mortgage,20-25,300-500,28,10000
9100,1,36 months,Male,House,Rent,20-25,>500,21,25000
9101,1,36 months,Male,Other,Mortgage,20-25,>500,80,25000
9102,1,36 months,Male,House,Rent,>25,300-500,60,10000
9103,1,60 months,Female,House,Mortgage,>25,300-500,63,10000
9104,0,60 months,Female,Other,Rent,>25,300-500,83,5000
9105,0,36 months,Male,House,Rent,>25,>500,50,25000
9106,1,36 months,Female,other,Mortgage,20-25,300-500,66,25000
9107,1,36 months,Male,Medical,Mortgage,20-25,300-500,21,20000
9108,1,36 months,Female,House,Mortgage,20-25,300-500,115,5000
9109,0,36 months,Male,House,Rent,20-25,>500,101,10000
9110,1,36 months,Female,House,Rent,20-25,300-500,96,10000
9111,1,36 months,Female,Car,Mortgage,>25,300-500,88,15000
9112,0,36 months,Female,Personal,Own,>25,300-500,77,10000
9113,0,36 months,Female,House,Mortgage,>25,>500,63,25000
9114,1,36 months,Female,House,Mortgage,>25,>500,93,10000
9115,0,36 months,Male,House,Mortgage,20-25,>500,75,25000
9116,1,36 months,Male,Car,Rent,20-25,>500,62,25000
9117,0,36 months,Male,House,Rent,>25,300-500,108,5000
9118,1,36 months,Male,Other,Mortgage,20-25,>500,53,10000
9119,1,36 months,Male,Other,Mortgage,20-25,300-500,49,5000
9120,1,36 months,Female,House,Own,20-25,>500,90,25000
9121,0,36 months,Female,Car,Mortgage,20-25,300-500,89,10000
9122,0,36 months,Female,House,Mortgage,>25,>500,74,10000
9123,0,36 months,Female,House,Mortgage,>25,300-500,86,5000
9124,1,36 months,Male,House,Rent,>25,>500,32,5000
9125,1,36 months,Male,Car,Mortgage,20-25,>500,22,25000
9126,1,36 months,Male,House,Mortgage,>25,300-500,45,25000
9127,1,36 months,Female,Other,Mortgage,>25,>500,76,10000
9128,1,36 months,Male,House,Own,20-25,300-500,43,10000
9129,0,36 months,Female,House,Rent,>25,>500,72,20000
9130,1,36 months,Male,Personal,Mortgage,20-25,>500,89,20000
9131,1,36 months,Female,House,Own,>25,300-500,62,15000
9132,0,36 months,Male,Other,Rent,>25,300-500,79,25000
9133,1,36 months,Male,House,Rent,>25,300-500,77,15000
9134,1,36 months,Male,House,Rent,20-25,>500,68,15000
9135,0,36 months,Male,Wedding,Own,>25,300-500,61,5000
9136,0,36 months,Female,other,Rent,>25,300-500,95,5000
9137,1,36 months,Male,Personal,Mortgage,20-25,300-500,119,20000
9138,1,36 months,Female,House,Mortgage,>25,300-500,85,15000
9139,1,36 months,Male,Other,Mortgage,>25,>500,30,20000
9140,1,36 months,Male,Car,Mortgage,>25,300-500,117,25000
9141,1,36 months,Female,House,Rent,>25,300-500,109,10000
9142,1,36 months,Female,Car,Mortgage,>25,>500,37,5000
9143,0,36 months,Male,Other,Rent,>25,>500,104,25000
9144,1,36 months,Male,Car,Rent,>25,>500,119,25000
9145,1,36 months,Male,House,Mortgage,>25,300-500,71,5000
9146,1,36 months,Female,Car,Mortgage,20-25,>500,65,5000
9147,1,36 months,Male,House,Mortgage,20-25,300-500,63,15000
9148,0,60 months,Male,House,Mortgage,20-25,>500,41,20000
9149,0,36 months,Male,House,Mortgage,>25,>500,72,25000
9150,0,36 months,Male,House,Rent,20-25,300-500,78,15000
9151,0,36 months,Female,Personal,Mortgage,>25,>500,113,15000
9152,1,60 months,Male,House,Mortgage,20-25,>500,49,25000
9153,1,36 months,Male,Car,Mortgage,20-25,300-500,27,25000
9154,0,36 months,Male,Other,Rent,>25,300-500,117,10000
9155,1,36 months,Male,House,Rent,20-25,300-500,76,20000
9156,0,36 months,Male,House,Own,20-25,300-500,92,25000
9157,1,36 months,Male,House,Mortgage,>25,300-500,39,5000
9158,1,36 months,Male,Car,Rent,20-25,>500,44,10000
9159,0,36 months,Female,Other,Mortgage,>25,>500,38,20000
9160,1,36 months,Male,Car,Rent,>25,>500,24,5000
9161,1,36 months,Male,House,Rent,>25,>500,94,5000
9162,1,36 months,Male,Other,Rent,>25,300-500,98,20000
9163,1,36 months,Female,House,Rent,>25,300-500,91,10000
9164,1,36 months,Female,House,Own,>25,>500,102,5000
9165,1,36 months,Female,House,Mortgage,>25,>500,106,15000
9166,1,36 months,Male,House,Rent,>25,>500,46,20000
9167,0,36 months,Female,House,Rent,20-25,>500,59,20000
9168,1,36 months,Female,Personal,Mortgage,>25,>500,115,25000
9169,0,36 months,Male,House,Mortgage,>25,>500,45,10000
9170,1,36 months,Male,Other,Rent,>25,>500,46,15000
9171,1,36 months,Female,Medical,Mortgage,>25,300-500,81,15000
9172,1,36 months,Male,House,Rent,>25,300-500,102,25000
9173,1,36 months,Male,House,Mortgage,20-25,300-500,69,5000
9174,0,36 months,Female,House,Rent,20-25,>500,61,5000
9175,1,36 months,Male,Other,Mortgage,20-25,300-500,48,15000
9176,1,36 months,Female,House,Mortgage,>25,300-500,58,10000
9177,1,36 months,Female,Other,Rent,20-25,300-500,79,5000
9178,0,36 months,Male,Personal,Mortgage,20-25,>500,60,20000
9179,1,36 months,Male,House,Rent,20-25,300-500,52,25000
9180,1,36 months,Male,House,Mortgage,20-25,>500,102,10000
9181,1,36 months,Male,Personal,Rent,>25,>500,102,5000
9182,0,60 months,Male,House,Mortgage,>25,>500,116,15000
9183,1,36 months,Female,House,Rent,20-25,300-500,35,25000
9184,0,36 months,Male,Car,Mortgage,>25,300-500,42,5000
9185,1,36 months,Male,House,Mortgage,>25,>500,26,15000
9186,1,36 months,Female,House,Mortgage,>25,>500,45,5000
9187,1,60 months,Female,Other,Mortgage,>25,300-500,115,25000
9188,0,36 months,Female,House,Rent,20-25,300-500,31,20000
9189,1,36 months,Male,Personal,Mortgage,>25,300-500,91,20000
9190,1,36 months,Male,House,Rent,>25,300-500,24,15000
9191,1,36 months,Male,House,Mortgage,20-25,>500,111,20000
9192,1,36 months,Female,House,Mortgage,>25,>500,88,25000
9193,1,36 months,Male,Other,Mortgage,>25,>500,68,15000
9194,0,36 months,Male,House,Mortgage,>25,300-500,45,5000
9195,1,36 months,Female,Car,Mortgage,>25,>500,24,10000
9196,0,36 months,Male,Other,Mortgage,>25,>500,41,5000
9197,0,36 months,Female,House,Rent,20-25,300-500,98,25000
9198,0,36 months,Male,House,Mortgage,20-25,>500,32,15000
9199,1,36 months,Female,Wedding,Mortgage,20-25,300-500,47,5000
9200,1,36 months,Male,Wedding,Mortgage,>25,300-500,52,15000
9201,0,36 months,Male,Car,Mortgage,>25,>500,42,20000
9202,0,36 months,Male,House,Mortgage,>25,300-500,116,10000
9203,1,36 months,Male,House,Mortgage,>25,300-500,37,25000
9204,1,36 months,Male,House,Rent,20-25,>500,49,5000
9205,1,60 months,Female,House,Mortgage,>25,>500,45,10000
9206,1,36 months,Female,Car,Rent,20-25,>500,35,25000
9207,1,36 months,Female,Car,Mortgage,>25,300-500,96,25000
9208,0,36 months,Female,Wedding,Rent,>25,>500,58,20000
9209,1,36 months,Male,House,Rent,20-25,300-500,52,15000
9210,1,36 months,Male,House,Rent,20-25,300-500,45,15000
9211,1,36 months,Female,Car,Mortgage,20-25,300-500,67,10000
9212,1,36 months,Male,House,Mortgage,20-25,300-500,84,20000
9213,1,36 months,Female,Medical,Mortgage,20-25,>500,57,25000
9214,1,36 months,Female,Personal,Rent,20-25,>500,21,20000
9215,0,36 months,Male,House,Rent,>25,300-500,25,20000
9216,0,36 months,Male,House,Mortgage,20-25,>500,65,10000
9217,0,36 months,Female,Car,Mortgage,>25,300-500,69,15000
9218,1,36 months,Male,House,Rent,20-25,>500,57,20000
9219,1,36 months,Male,House,Rent,20-25,>500,107,20000
9220,1,36 months,Male,House,Rent,20-25,300-500,37,20000
9221,1,36 months,Male,Car,Rent,20-25,>500,46,5000
9222,0,36 months,Male,Car,Rent,>25,>500,60,20000
9223,1,60 months,Female,Medical,Mortgage,20-25,300-500,91,20000
9224,1,36 months,Female,House,Mortgage,20-25,>500,111,25000
9225,0,36 months,Female,Personal,Mortgage,20-25,>500,93,5000
9226,1,36 months,Male,Car,Mortgage,>25,>500,36,20000
9227,1,36 months,Male,House,Rent,20-25,300-500,81,20000
9228,0,36 months,Male,Personal,Rent,20-25,300-500,48,10000
9229,1,36 months,Female,House,Rent,20-25,300-500,77,10000
9230,1,36 months,Male,House,Rent,>25,>500,89,5000
9231,1,36 months,Female,House,Rent,>25,300-500,97,25000
9232,1,36 months,Female,Personal,Rent,20-25,300-500,41,5000
9233,1,36 months,Female,House,Rent,>25,>500,25,5000
9234,1,60 months,Female,Other,Rent,20-25,300-500,45,10000
9235,1,36 months,Male,House,Mortgage,>25,300-500,58,10000
9236,0,36 months,Male,Other,Rent,>25,>500,31,25000
9237,1,36 months,Female,House,Rent,20-25,>500,118,20000
9238,1,36 months,Female,Other,Mortgage,>25,300-500,33,25000
9239,1,36 months,Female,Car,Rent,20-25,300-500,41,20000
9240,1,36 months,Male,House,Own,>25,300-500,70,15000
9241,1,36 months,Male,House,Mortgage,20-25,>500,42,10000
9242,1,36 months,Female,House,Mortgage,20-25,>500,67,15000
9243,1,36 months,Female,House,Rent,20-25,300-500,90,15000
9244,1,36 months,Female,House,Mortgage,20-25,300-500,69,10000
9245,0,36 months,Female,Wedding,Rent,>25,300-500,108,15000
9246,1,36 months,Male,House,Rent,20-25,>500,32,5000
9247,1,36 months,Male,House,Rent,>25,300-500,104,20000
9248,1,36 months,Female,Car,Mortgage,>25,>500,29,25000
9249,1,60 months,Male,House,Rent,>25,300-500,74,10000
9250,1,60 months,Female,House,Mortgage,>25,300-500,28,5000
9251,0,36 months,Female,Car,Rent,>25,300-500,98,25000
9252,1,36 months,Male,other,Mortgage,20-25,300-500,71,25000
9253,1,60 months,Male,House,Rent,>25,>500,21,25000
9254,1,36 months,Male,House,Rent,>25,>500,44,15000
9255,0,36 months,Male,Car,Mortgage,20-25,300-500,32,15000
9256,0,36 months,Male,Car,Mortgage,>25,>500,117,15000
9257,0,36 months,Male,House,Mortgage,>25,>500,70,15000
9258,1,36 months,Male,House,Mortgage,20-25,300-500,77,5000
9259,0,36 months,Female,House,Rent,20-25,300-500,53,15000
9260,1,36 months,Female,House,Own,20-25,>500,54,10000
9261,1,36 months,Female,House,Own,>25,>500,22,25000
9262,1,36 months,Male,House,Rent,>25,>500,78,5000
9263,1,36 months,Male,House,Mortgage,20-25,>500,89,15000
9264,0,36 months,Female,Medical,Mortgage,>25,300-500,67,25000
9265,0,36 months,Male,House,Rent,>25,>500,83,5000
9266,0,36 months,Female,House,Mortgage,>25,300-500,38,25000
9267,1,36 months,Male,House,Mortgage,>25,300-500,86,5000
9268,1,36 months,Male,House,Mortgage,>25,300-500,101,20000
9269,1,36 months,Female,Wedding,Mortgage,>25,>500,92,5000
9270,1,36 months,Male,House,Rent,>25,300-500,95,15000
9271,1,36 months,Female,House,Mortgage,20-25,>500,24,25000
9272,0,36 months,Female,House,Mortgage,20-25,300-500,86,25000
